Index,Bin,ScannerID,RHO,SSA,y,anisotropy,position in sample (mm),position in snowpit(mm),relative depth (%) ,BOTTOM,TOP,Height correction mm,ID,Location,Datetime,TYPE
8,8,4900,363.1736225,2.432166667,30.9139,1.777933333,43.4075,42.41943333,0.653948551,40,45,0,PS122/4_45-107,optics-transect-ROV,04/07/2020 11:06,N
9,9,4900,289.9129229,3.290842857,18.40782857,1.6732,48.43071429,47.30645714,0.732448061,45,50,0,PS122/4_45-107,optics-transect-ROV,04/07/2020 11:06,N
10,10,4900,279.7157267,2.7241,13.2114,1.298533333,52.38,51.7886,0.798177043,50,55,0,PS122/4_45-107,optics-transect-ROV,04/07/2020 11:06,N
11,13,4900,541.4335767,2.199366667,32.1264,1.7764,68.385,67.8736,,65,70,0,PS122/4_45-107,optics-transect-ROV,04/07/2020 11:06,N
12,14,4900,523.80238,2.0343,27.7614,1.584433333,72.75,72.2386,,70,75,0,PS122/4_45-107,optics-transect-ROV,04/07/2020 11:06,N
13,15,4900,412.3545775,2.387575,22.6689,1.353025,77.8425,77.3311,,75,80,0,PS122/4_45-107,optics-transect-ROV,04/07/2020 11:06,N
14,16,4900,332.5176467,2.684466667,17.5764,1.3212,82.935,82.4236,,80,85,0,PS122/4_45-107,optics-transect-ROV,04/07/2020 11:06,N
15,17,4900,307.18617,2.640866667,13.2114,1.1955,87.3,86.7886,,85,90,0,PS122/4_45-107,optics-transect-ROV,04/07/2020 11:06,N
0,42,4900,475.12561,0.9024,85.5912,1.133,0,214.4088,0.714913334,210,215,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
1,43,4900,537.415375,0.70065,83.8812,1.1405,1.71,216.1188,0.720615067,215,220,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
2,46,4900,481.5654275,1.8963,66.7812,1.064625,18.81,233.2188,0.7776324,230,235,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
3,47,4900,407.3127275,2.1725,62.2212,1.079225,23.37,237.7788,0.792837023,235,240,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
4,48,4900,303.748545,2.137075,57.6612,1.112475,27.93,242.3388,0.808041645,240,245,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
5,49,4900,455.829075,1.4517,53.1012,1.119225,32.49,246.8988,0.823246267,245,250,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
6,50,4900,511.656105,1.31215,47.4012,1.164725,38.19,252.5988,0.842252045,250,255,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
7,51,4900,500.33486,1.319325,42.8412,1.123575,42.75,257.1588,0.857456667,255,260,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
8,52,4900,532.05268,1.69665,36.0012,1.17025,49.59,263.9988,0.8802636,260,265,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
9,53,4900,507.4163675,1.62475,32.5812,1.10595,53.01,267.4188,0.891667067,265,270,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
10,54,4900,536.54451,1.6522,28.0212,1.06155,57.57,271.9788,0.906871689,270,275,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
11,55,4900,544.24479,1.794,22.8912,1.1031,62.7,277.1088,0.923976889,275,280,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
12,57,4900,506.9351,2.02922,12.6312,1.1258,72.96,287.3688,0.958187289,285,290,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
13,58,4900,401.652105,2.363725,7.5012,1.0479,78.09,292.4988,0.975292489,290,295,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
14,59,4900,343.7625,2.9604,4.0812,1.1667,81.51,295.9188,0.986695956,295,300,0,PS122/4_45-108,RS5-A1,04/07/2020 13:00,N
0,3,4900,537.55288,1.739833333,82.1712,1.087033333,17.1,17.8288,0.074354478,15,20,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
1,4,4900,503.103294,1.8012,77.6112,1.11904,21.66,22.3888,0.093371822,20,25,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
2,5,4900,497.21808,1.635675,72.4812,1.151775,26.79,27.5188,0.114766334,25,30,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
3,6,4900,500.261524,1.62604,67.3512,1.13036,31.92,32.6488,0.136160845,30,35,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
4,7,4900,476.22565,1.5204,60.5112,1.1198,38.76,39.4888,0.164686861,35,40,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
5,8,4900,469.671245,1.716275,57.6612,1.15265,41.61,42.3388,0.176572701,40,45,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
6,9,4900,483.394244,1.68154,52.5312,1.08048,46.74,47.4688,0.197967213,45,50,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
7,10,4900,517.20214,1.566975,47.4012,1.1005,51.87,52.5988,0.219361725,50,55,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
8,11,4900,516.1250175,1.73425,42.8412,1.086275,56.43,57.1588,0.238379068,55,60,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
9,12,4900,454.738202,1.66284,37.7112,1.1374,61.56,62.2888,0.25977358,60,65,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
10,13,4900,404.310535,1.741325,32.5812,1.1476,66.69,67.4188,0.281168092,65,70,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
11,14,4900,428.83226,1.7037,27.4512,1.11012,71.82,72.5488,0.302562604,70,75,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
12,15,4900,406.46478,1.79935,22.3212,1.107675,76.95,77.6788,0.323957116,75,80,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
13,16,4900,440.1305875,1.96825,17.7612,1.0894,81.51,82.2388,0.342974459,80,85,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
14,17,4900,337.400602,2.3352,12.6312,1.08798,86.64,87.3688,0.364368971,85,90,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
15,18,4900,278.3330375,2.895675,7.5012,1.195225,91.77,92.4988,0.385763483,90,95,0,PS122/4_46-31,RS5-A1,07/07/2020 07:40,N
0,1,4900,548.64495,1.5051,55.4064,1.3216,8.73,9.5936,0.147858627,5,10,0,PS122/4_46-30,optics-LDL,06/07/2020 11:16,N
1,2,4900,530.1581667,1.585366667,52.4964,1.483833333,11.64,12.5036,0.192708173,10,15,0,PS122/4_46-30,optics-LDL,06/07/2020 11:16,N
2,3,4900,454.6832,2.01275,47.4039,1.522875,16.7325,17.5961,0.271194879,15,20,0,PS122/4_46-30,optics-LDL,06/07/2020 11:16,N
3,4,4900,449.183,1.983066667,42.3114,1.605466667,21.825,22.6886,0.349681584,20,25,0,PS122/4_46-30,optics-LDL,06/07/2020 11:16,N
4,5,4900,419.20691,1.92495,37.2189,1.578375,26.9175,27.7811,0.42816829,25,30,0,PS122/4_46-30,optics-LDL,06/07/2020 11:16,N
5,6,4900,376.58036,1.8286,32.1264,1.2511,32.01,32.8736,0.506654994,30,35,0,PS122/4_46-30,optics-LDL,06/07/2020 11:16,N
6,7,4900,447.71628,2.343371429,18.78985714,1.326314286,38.06357143,37.63871429,0.580107084,35,40,0,PS122/4_46-30,optics-LDL,06/07/2020 11:16,N
7,8,4900,389.8419533,2.3923,17.993,1.4675,41.895,42.007,0.647427993,40,45,0,PS122/4_46-30,optics-LDL,06/07/2020 11:16,N
8,9,4900,302.9999067,2.493733333,17.5764,1.621866667,46.56,47.4236,0.730902724,45,50,0,PS122/4_46-30,optics-LDL,06/07/2020 11:16,N
9,10,4900,215.33283,2.910966667,13.2114,1.660933333,50.925,51.7886,0.798177043,50,55,0,PS122/4_46-30,optics-LDL,06/07/2020 11:16,N
0,2,4900,538.65292,1.7389,85.5912,1.0924,12.54,14.4088,0.055469049,10,15,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
1,3,4900,518.0577267,2.025166667,83.3112,1.094666667,14.82,16.6888,0.064246285,15,20,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
2,4,4900,481.63418,2.1693,76.4712,1.070633333,21.66,23.5288,0.090577992,20,25,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
3,5,4900,463.1397575,2.0586,72.4812,1.115775,25.65,27.5188,0.105938154,25,30,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
4,6,4900,402.302962,2.30326,67.3512,1.10268,30.78,32.6488,0.125686934,30,35,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
5,7,4900,339.3394225,2.5536,62.2212,1.136275,35.91,37.7788,0.145435714,35,40,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
6,8,4900,384.8994125,2.43635,57.6612,1.080425,40.47,42.3388,0.162990186,40,45,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
7,9,4900,392.915954,2.2433,52.5312,1.10986,45.6,47.4688,0.182738966,45,50,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
8,10,4900,387.1453275,2.340075,47.4012,1.082375,50.73,52.5988,0.202487746,50,55,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
9,11,4900,358.61304,2.122875,42.8412,1.07445,55.29,57.1588,0.220042217,55,60,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
10,12,4900,437.797586,1.97458,37.7112,1.0635,60.42,62.2888,0.239790997,60,65,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
11,13,4900,397.6415425,2.1465,32.5812,1.06865,65.55,67.4188,0.259539777,65,70,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
12,14,4900,453.601494,2.13146,27.4512,1.0698,70.68,72.5488,0.279288557,70,75,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
13,15,4900,483.421745,2.222975,22.3212,1.05745,75.81,77.6788,0.299037338,75,80,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
14,16,4900,497.58476,2.19465,17.7612,1.071425,80.37,82.2388,0.316591809,80,85,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
15,17,4900,518.888868,2.39764,12.6312,1.05134,85.5,87.3688,0.336340589,85,90,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
16,18,4900,409.67323,2.909125,7.5012,1.05785,90.63,92.4988,0.356089369,90,95,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
17,19,4900,249.80075,4.2489,4.6512,1.1034,93.48,95.3488,0.367060913,95,100,0,PS122/4_46-32,Met-City-Ridge,07/07/2020 12:27,N
0,0,4900,529.02757,1.8551,16.1214,1.2699,49.47,3.8786,0.19506528,0,5,0,PS122/4_45-132,optics-stern,05/07/2020 12:45,N
1,1,4900,443.22445,2.08405,12.4839,1.1586,53.1075,7.5161,0.378004989,5,10,0,PS122/4_45-132,optics-stern,05/07/2020 12:45,N
0,5,4900,525.2691,1.8861,61.2264,1.4599,21.825,28.7736,0.443244032,25,30,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
1,6,4900,510.87691,1.873775,57.5889,1.4813,25.4625,32.4111,0.499278041,30,35,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
2,7,4900,490.1900467,1.855966667,52.4964,1.4038,30.555,37.5036,0.577725653,35,40,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
3,8,4900,528.20254,1.781975,47.4039,1.384525,35.6475,42.5961,0.656173266,40,45,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
4,10,4900,531.13598,2.08555,35.7639,1.4592,47.2875,54.2361,0.835482095,50,55,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
5,11,4900,480.2285733,2.221266667,32.1264,1.2902,50.925,57.8736,0.891516104,55,60,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
6,12,4900,523.4051433,2.038,27.7614,1.4086,55.29,62.2386,0.958756915,60,65,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
7,13,4900,444.1182325,2.227325,22.6689,1.256075,60.3825,67.3311,1.037204528,65,70,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
8,15,4900,497.30975,2.145633333,11.7564,1.648966667,71.295,78.2436,1.205306555,75,80,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
9,16,4900,385.4417933,2.8776,7.3914,1.5798,75.66,82.6086,1.272547366,80,85,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
10,17,4900,242.65049,3.8263,4.4814,1.4164,78.57,85.5186,1.317374574,85,90,0,PS122/4_46-29,SYI-behindAlisRidge,06/07/2020 08:30,N
0,3,4900,511.8547233,1.882033333,61.6512,1.0714,17.1,18.3488,0.037489268,15,20,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
1,4,4900,512.9165675,1.822375,57.6612,1.086575,21.09,22.3388,0.045641419,20,25,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
2,5,4900,433.159084,1.84336,52.5312,1.11884,26.22,27.4688,0.056122755,25,30,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
3,6,4900,478.746575,1.453575,47.4012,1.10545,31.35,32.5988,0.066604092,30,35,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
4,7,4900,450.4892975,1.78915,42.8412,1.092125,35.91,37.1588,0.075920836,35,40,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
5,8,4900,443.31612,1.85872,37.7112,1.13344,41.04,42.2888,0.086402172,40,45,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
6,9,4900,366.1528975,1.961375,32.5812,1.1482,46.17,47.4188,0.096883508,45,50,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
7,10,4900,420.545292,1.88554,27.4512,1.10376,51.3,52.5488,0.107364845,50,55,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
8,11,4900,429.65729,1.85325,22.3212,1.124675,56.43,57.6788,0.117846181,55,60,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
9,12,4900,474.6443425,1.8042,17.7612,1.0832,60.99,62.2388,0.127162925,60,65,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
10,13,4900,503.955825,1.676775,12.9162,1.118775,65.835,67.0838,0.137061965,65,70,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
11,14,4900,466.3023725,2.0969,7.5012,1.1014,71.25,72.4988,0.148125598,70,75,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
12,15,4900,293.0460725,2.664525,2.9412,1.1238,75.81,77.0588,0.157442341,75,80,0,PS122/4_46-105,RS5-A2,10/07/2020 12:00,N
0,0,4900,495.38468,1.0086,64.1364,1.2242,0,0.8636,0.013309989,0,5,0,PS122/4_46-109,optics-METcity,10/07/2020 20:00,N
1,1,4900,523.5961225,1.713725,57.5889,2.048825,6.5475,7.4111,0.114221468,5,10,0,PS122/4_46-109,optics-METcity,10/07/2020 20:00,N
2,2,4900,520.364755,1.6379,53.2239,1.74025,10.9125,11.7761,0.181495787,10,15,0,PS122/4_46-109,optics-METcity,10/07/2020 20:00,N
3,4,4900,534.34443,2.8042,16.0512,1.5382,21.66,23.9488,0.369285047,20,25,0,PS122/4_46-109,optics-METcity,10/07/2020 20:00,N
4,5,4900,473.182206,3.16074,12.6312,1.58862,25.08,27.3688,0.422020669,25,30,0,PS122/4_46-109,optics-METcity,10/07/2020 20:00,N
5,6,4900,268.455595,4.938,8.6412,1.36145,29.07,31.3588,0.48354556,30,35,0,PS122/4_46-109,optics-METcity,10/07/2020 20:00,N
6,7,4900,278.355955,3.1594,2.9412,1.4542,34.77,37.0588,0.571438264,35,40,0,PS122/4_46-109,optics-METcity,10/07/2020 20:00,N
7,9,4900,536.91119,1.6167,16.1214,1.3242,48.015,48.8786,0.753327497,45,50,0,PS122/4_46-109,optics-METcity,10/07/2020 20:00,N
8,10,4900,402.477135,3.040475,12.4839,1.209575,51.6525,52.5161,0.80938943,50,55,0,PS122/4_46-109,optics-METcity,10/07/2020 20:00,N
9,11,4900,204.33243,6.133,8.8464,1.1928,55.29,56.1536,0.865451362,55,60,0,PS122/4_46-109,optics-METcity,10/07/2020 20:00,N
0,5,4900,441.02437,2.221675,12.4839,1.589175,26.9175,27.5161,0.689910139,25,30,0,PS122/4_46-111,optics-stern,11/07/2020 01:09,N
1,6,4900,190.12358,3.733,8.8464,1.1257,30.555,31.1536,0.781113039,30,35,0,PS122/4_46-111,optics-stern,11/07/2020 01:09,N
2,10,4900,528.9359,1.688233333,36.4914,1.8612,53.835,53.5086,0.595309934,50,55,0,PS122/4_46-111,optics-stern,11/07/2020 01:09,N
3,11,4900,525.0246467,1.6721,32.1264,1.844366667,58.2,57.8736,0.643872742,55,60,0,PS122/4_46-111,optics-stern,11/07/2020 01:09,N
4,12,4900,426.5710667,1.9118,27.7614,1.765966667,62.565,62.2386,0.69243555,60,65,0,PS122/4_46-111,optics-stern,11/07/2020 01:09,N
5,13,4900,370.07179,2.31375,22.6689,1.858425,67.6575,67.3311,0.749092159,65,70,0,PS122/4_46-111,optics-stern,11/07/2020 01:09,N
6,14,4900,358.3991433,2.6063,17.5764,1.786866667,72.75,72.4236,0.805748768,70,75,0,PS122/4_46-111,optics-stern,11/07/2020 01:09,N
7,15,4900,305.2611,3.2525,12.4839,1.9327,77.8425,77.5161,0.862405378,75,80,0,PS122/4_46-111,optics-stern,11/07/2020 01:09,N
8,16,4900,233.94184,4.52445,8.1189,1.8495,82.2075,81.8811,0.910968186,80,85,0,PS122/4_46-111,optics-stern,11/07/2020 01:09,N
0,0,4900,536.040325,2.59675,96.8739,1.16925,2.1825,3.1261,0.03129743,0,5,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
1,1,4900,494.147135,2.3635,92.5089,1.1443,6.5475,7.4911,0.074998298,5,10,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
2,2,4900,431.21568,2.6878,87.4164,1.166366667,11.64,12.5836,0.125982644,10,15,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
3,3,4900,475.9277225,2.397025,52.4964,1.1973,16.7325,17.5036,0.175391898,15,20,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
4,4,4900,470.8476767,2.341466667,47.4039,1.227533333,21.825,22.5961,0.226420883,20,25,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
5,5,4900,500.8979757,2.3264,38.36211429,1.242828571,26.60571429,27.35217143,0.274116119,25,30,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
6,6,4900,466.9800757,2.513085714,41.89568571,1.208757143,31.59428571,32.39002857,0.324522748,30,35,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
7,7,4900,448.7399283,2.4073,36.2489,1.314183333,35.89,37.08443333,0.371526353,35,40,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
8,8,4900,486.1947625,2.50445,57.5889,1.2494,41.4675,42.4111,0.424605241,40,45,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
9,9,4900,525.1468733,2.213533333,52.4964,1.167233333,46.56,47.5036,0.475589586,45,50,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
10,10,4900,440.153505,2.376025,47.4039,1.2422,51.6525,52.5961,0.526573932,50,55,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
11,18,4900,512.98532,1.937,5.9364,1.1675,93.12,94.0636,0.941732176,90,95,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
12,19,4900,319.83663,2.6896,3.7539,1.136,95.3025,96.2461,0.96358261,95,100,0,PS122/4_46-112,optics-stern,11/07/2020 07:27,N
0,7,4900,396.9311,2.5374,12.4839,1.241375,35.6475,37.5161,0.752072826,35,40,0,PS122/4_46-108,optics-stern,10/07/2020 19:18,N
1,8,4900,200.29895,4.2194,8.8464,1.1962,39.285,41.1536,0.824992583,40,45,0,PS122/4_46-108,optics-stern,10/07/2020 19:18,N
0,0,4900,486.446855,1.50915,96.8739,1.09615,5.0925,3.1261,0.03129743,0,5,0,PS122/4_46-106,optics-stern,10/07/2020 13:19,N
1,1,4900,502.44327,1.4761,94.6914,1.2147,7.275,5.3086,0.053147864,5,10,0,PS122/4_46-106,optics-stern,10/07/2020 13:19,N
2,17,4900,501.297395,1.4882,12.4839,1.178425,89.4825,87.5161,0.876180875,85,90,0,PS122/4_46-106,optics-stern,10/07/2020 13:19,N
3,18,4900,413.5539267,1.988333333,7.3914,1.242566667,94.575,92.6086,0.92716522,90,95,0,PS122/4_46-106,optics-stern,10/07/2020 13:19,N
4,19,4900,261.71785,2.8172,4.4814,1.219,97.485,95.5186,0.956299132,95,100,0,PS122/4_46-106,optics-stern,10/07/2020 13:19,N
0,5,,535.16946,1.2944,73.074,1.1383,20.52,26.926,,25,30,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
1,6,,487.22605,1.739425,66.804,1.15005,26.79,33.196,,30,35,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
2,7,,403.8292675,1.966725,62.244,1.1469,31.35,37.756,,35,40,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
3,8,,469.7858325,1.529725,57.684,1.16445,35.91,42.316,,40,45,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
4,9,,428.786425,1.85405,54.264,1.19785,39.33,45.736,,45,50,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
5,10,,443.40779,2.010333333,46.854,1.086066667,46.74,53.146,,50,55,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
6,11,,485.869334,1.48002,42.294,1.1993,51.3,57.706,,55,60,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
7,12,,425.16546,1.827575,37.164,1.1168,56.43,62.836,,60,65,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
8,13,,454.729035,1.98685,32.604,1.07185,60.99,67.396,,65,70,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
9,14,,493.697952,1.82704,27.474,1.12592,66.12,72.526,,70,75,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
10,15,,508.31015,1.830533333,22.154,1.139966667,71.44,77.846,,75,80,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
11,16,,377.22205,2.257625,17.784,1.072,75.81,82.216,,80,85,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
12,17,,384.92233,2.59708,12.654,1.10984,80.94,87.346,,85,90,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
13,18,,271.0376333,3.397166667,8.094,1.078633333,85.5,91.906,,90,95,0,PS122/4_46-110,RS5-A2,11/07/2020 00:09,N
0,1,,463.11684,1.8477,31.4412,1.07655,6.27,8.5588,,5,10,0,PS122/4_47-23,RS5-A2,14/07/2020 07:30,N
1,2,,513.07699,1.7632,29.7312,1.1265,7.98,10.2688,,10,15,0,PS122/4_47-23,RS5-A2,14/07/2020 07:30,N
2,5,,472.632186,1.92534,12.6312,1.06938,25.08,27.3688,,25,30,0,PS122/4_47-23,RS5-A2,14/07/2020 07:30,N
3,6,,429.74896,2.0542,7.5012,1.124525,30.21,32.4988,,30,35,0,PS122/4_47-23,RS5-A2,14/07/2020 07:30,N
4,7,,300.76927,3.0101,3.5112,1.1182,34.2,36.4888,,35,40,0,PS122/4_47-23,RS5-A2,14/07/2020 07:30,N
0,1,,531.50266,1.4253,71.9112,1.0537,6.84,8.0888,,5,10,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
1,2,,511.61027,1.6225,65.6412,1.1058,13.11,14.3588,,10,15,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
2,3,,500.5411175,1.656425,62.2212,1.08685,16.53,17.7788,,15,20,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
3,4,,487.86774,1.6936,57.6612,1.0841,21.09,22.3388,,20,25,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
4,5,,493.3984967,1.742066667,53.6712,1.0761,25.08,26.3288,,25,30,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
5,6,,486.58436,2.001425,47.4012,1.078575,31.35,32.5988,,30,35,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
6,7,,518.806365,1.687425,42.8412,1.103275,35.91,37.1588,,35,40,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
7,8,,527.74419,1.610166667,38.0912,1.1064,40.66,41.9088,,40,45,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
8,9,,496.5534725,1.4335,32.5812,1.13005,46.17,47.4188,,45,50,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
9,10,,519.7383433,1.4776,26.3112,1.1033,52.44,53.6888,,50,55,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
10,11,,484.65929,1.526175,22.3212,1.119925,56.43,57.6788,,55,60,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
11,12,,451.795595,1.550575,17.7612,1.10155,60.99,62.2388,,60,65,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
12,13,,416.841824,1.57662,12.6312,1.11508,66.12,67.3688,,65,70,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
13,14,,429.336445,1.71405,7.5012,1.1217,71.25,72.4988,,70,75,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
14,15,,383.226435,2.1839,2.9412,1.0957,75.81,77.0588,,75,80,0,PS122/4_46-135,RS5-A2,11/07/2020 08:12,N
0,0,4900,473.84223,0.3763,109.2414,2.3651,0,0.7586,0.005424311,0,5,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
1,1,4900,499.280655,1.6976,81.6012,1.30055,10.83,8.3988,0.060052282,5,10,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
2,2,4900,504.7655767,1.649833333,78.7512,1.3245,13.68,11.2488,0.080430074,10,15,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
3,5,4900,529.9213525,2.063425,62.2212,1.174025,30.21,27.7788,0.19862127,25,30,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
4,6,4900,545.3142733,2.156433333,58.2312,1.124766667,34.2,31.7688,0.227150179,30,35,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
5,11,4900,549.01163,2.5035,34.2912,1.1579,58.14,55.7088,0.398323635,55,60,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
6,12,4900,526.2087175,2.553975,26.8812,1.132625,65.55,63.1188,0.451305895,60,65,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
7,13,4900,531.1054233,2.349766667,22.1312,1.2021,70.3,67.8688,0.485268882,65,70,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
8,14,4900,486.905205,2.615225,17.7612,1.1532,74.67,72.2388,0.516514831,70,75,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
9,15,4900,391.265894,3.0002,12.6312,1.18278,79.8,77.3688,0.553194857,75,80,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
10,16,4900,317.5677975,3.343725,7.5012,1.27,84.93,82.4988,0.589874883,80,85,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
11,17,4900,279.914345,3.68965,4.0812,1.21205,88.35,85.9188,0.614328234,85,90,0,PS122/4_47-66,radiation-stn,15/07/2020 10:13,N
