Index,Bin,ScannerID,RHO,SSA,y,anisotropy,position in sample (mm),position in snowpit(mm),relative depth (%) ,BOTTOM,TOP,Height correction mm,ID,Location,Datetime,TYPE
0,5,4900,411.369125,5.7286,61.9248,1.0869,8.0025,28.0752,0.219728491,25,30,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
1,6,4900,312.5259475,7.365575,57.5598,1.2305,12.3675,32.4402,0.253890843,30,35,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
2,7,4900,327.17023,6.969533333,52.4673,1.203266667,17.46,37.5327,0.29374692,35,40,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
3,8,4900,299.02754,8.4292,47.3748,1.084125,22.5525,42.6252,0.333602997,40,45,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
4,9,4900,260.89282,10.76755,51.969525,1.053625,20.73375,48.030475,0.374331186,45,50,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
5,10,4900,254.5981467,11.26562222,59.64613333,1.088555556,16.45,52.57608889,0.407736557,50,55,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
6,11,4900,258.3915386,10.88614286,55.17381429,1.104842857,21.09857143,57.68332857,0.447223625,55,60,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
7,12,4900,231.7941429,11.27187143,50.37167143,1.118671429,25.90071429,62.48547143,0.484429915,60,65,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
8,13,4900,231.5698788,11.3476625,42.4305,1.1197,33.04875,67.5695,0.524465532,65,70,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
9,14,4900,258.7713143,11.57911429,40.46952857,1.088728571,35.80285714,72.38761429,0.561215575,70,75,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
10,15,4900,285.46038,10.92194444,34.71946667,1.127933333,41.37666667,77.50275556,0.601029803,75,80,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
11,16,4900,278.2839286,10.34384286,30.24167143,1.095328571,46.03071429,82.61547143,0.640508488,80,85,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
12,17,4900,277.02674,9.655625,13.385775,1.099675,59.3175,86.614225,0.675130157,85,90,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
13,20,4900,220.7108033,10.73413333,26.3112,1.088066667,54.72,103.6888,0.798166098,100,105,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
14,21,4900,300.21925,10.015175,22.3212,1.123175,58.71,107.6788,0.828879953,105,110,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
15,22,4900,314.6801925,10.175875,17.7612,1.107325,63.27,112.2388,0.863981501,110,115,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
16,23,4900,299.467556,11.539,12.6312,1.15846,68.4,117.3688,0.903470743,115,120,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
17,24,4900,286.606255,17.4513,8.6412,1.0455,72.39,121.3588,0.934184598,120,125,0,PS122/2_19-92,snow2-A2,10/01/2020 06:40,N
0,10,4900,544.5198,4.3492,45.2214,1.2647,29.1,54.7786,0.148222802,50,55,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
1,11,4900,494.2540833,4.6272,42.3114,1.185233333,32.01,57.6886,0.156096832,55,60,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
2,12,4900,423.469565,5.256175,37.2189,1.152375,37.1025,62.7811,0.169876385,60,65,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
3,13,4900,495.4152367,5.223433333,32.1264,1.183966667,42.195,67.8736,0.183655938,65,70,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
4,14,4900,493.8874033,4.928433333,27.7614,1.2339,46.56,72.2386,0.195466983,70,75,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
5,15,4900,438.686785,5.344,22.6689,1.228125,51.6525,77.3311,0.209246536,75,80,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
6,16,4900,385.1362267,5.910933333,17.5764,1.182,56.745,82.4236,0.223026089,80,85,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
7,17,4900,328.0640125,6.681525,12.4839,1.110125,61.8375,87.5161,0.236805642,85,90,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
8,18,4900,282.25193,6.828433333,7.3914,1.1157,66.93,92.6086,0.250585195,90,95,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
9,19,4900,250.35077,7.159075,2.2989,1.1688,72.0225,97.7011,0.264364748,95,100,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
10,29,4900,242.0088,8.123766667,101.9664,1.132033333,1.455,148.0336,0.40027718,145,150,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
11,30,4900,226.8526933,8.336333333,97.6014,1.092466667,5.82,152.3986,0.412079973,150,155,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
12,31,4900,239.304535,8.3298,92.5089,1.072225,10.9125,157.4911,0.425849897,155,160,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
13,32,4900,282.5574967,8.1112,87.4164,1.093133333,16.005,162.5836,0.439619822,160,165,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
14,33,4900,306.26947,7.7893,82.3239,1.084225,21.0975,167.6761,0.453389747,165,170,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
15,34,4900,257.6232567,7.423233333,77.2314,1.066966667,26.19,172.7686,0.467159672,170,175,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
16,35,4900,231.7723167,7.2381,72.8664,1.0722,30.555,177.1336,0.478962464,175,180,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
17,36,4900,203.41573,7.7411,69.9564,1.1311,33.465,180.0436,0.486830993,180,185,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
18,38,4900,199.65726,8.6476,55.4064,1.0186,48.015,194.5936,0.526173635,190,195,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
19,39,4900,264.8651867,8.4535,52.4964,1.125033333,50.925,197.5036,0.534042164,195,200,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
20,40,4900,311.7009175,8.33545,47.4039,1.1264,56.0175,202.5961,0.547812088,200,205,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
21,41,4900,336.1233333,9.6998,42.3114,1.123433333,61.11,207.6886,0.561582013,205,210,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
22,42,4900,284.5131233,11.97026667,37.9464,1.050466667,65.475,212.0536,0.573384806,210,215,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
23,43,4900,214.14112,19.4499,30.6714,1.0649,72.75,219.3286,0.593056127,215,220,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
24,44,4900,241.55045,20.09723333,27.7614,1.0777,75.66,222.2386,0.600924655,220,225,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
25,45,4900,235.8898275,20.800475,22.6689,1.06815,80.7525,227.3311,0.61469458,225,230,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
26,46,4900,246.0728367,20.90336667,17.5764,1.075,85.845,232.4236,0.628464505,230,235,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
27,47,4900,236.87528,20.90595,12.4839,1.0846,90.9375,237.5161,0.64223443,235,240,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
28,48,4900,244.20888,20.9853,7.3914,1.085833333,96.03,242.6086,0.656004355,240,245,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
29,49,4900,274.5210933,20.38503333,3.0264,1.075233333,100.395,246.9736,0.667807147,245,250,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
30,69,4900,232.01677,27.74145,22.3212,1.107825,1.71,347.6788,0.939904106,345,350,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
31,70,4900,239.0982775,27.291425,17.7612,1.113425,6.27,352.2388,0.952231469,350,355,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
32,71,4900,251.5653975,26.56955,13.2012,1.095825,10.83,356.7988,0.964558832,355,360,-80,PS122/2_19-144,FR,10/01/2020 11:00,N
0,0,4900,375.0525267,8.260533333,26.2884,1.267,6.84,3.7116,0.134227314,0,5,0,PS122/2_19-35,frost flowers,06/01/2020 12:24,N
1,4,4900,185.1734,23.0913,5.7684,1.0911,27.36,24.2316,0.876318188,20,25,0,PS122/2_19-35,frost flowers,06/01/2020 12:24,N
2,5,4900,213.68277,25.2003,4.6284,1.0629,28.5,25.3716,0.917545458,25,30,0,PS122/2_19-35,frost flowers,06/01/2020 12:24,N
0,42,4900,288.742166,25.01126,67.2948,1.11132,1.62,212.7052,0.607869821,210,215,0,PS122/2_20-36,FR,15/01/2020 06:30,N
1,43,4900,292.5713529,24.87404286,62.4348,1.107057143,6.48,217.5652,0.62175875,215,220,0,PS122/2_20-36,FR,15/01/2020 06:30,N
2,44,4900,277.7601,25.00376667,57.1698,1.114533333,11.745,222.8302,0.636805089,220,225,0,PS122/2_20-36,FR,15/01/2020 06:30,N
3,45,4900,278.4629033,24.88328333,52.3098,1.10255,16.605,227.6902,0.650694018,225,230,0,PS122/2_20-36,FR,15/01/2020 06:30,N
4,46,4900,287.2326667,25.10281667,47.4498,1.103966667,21.465,232.5502,0.664582946,230,235,0,PS122/2_20-36,FR,15/01/2020 06:30,N
5,47,4900,291.8925583,25.03616667,42.5898,1.1066,26.325,237.4102,0.678471875,235,240,0,PS122/2_20-36,FR,15/01/2020 06:30,N
6,48,4900,290.456395,23.99216667,37.7298,1.113033333,31.185,242.2702,0.692360804,240,245,0,PS122/2_20-36,FR,15/01/2020 06:30,N
7,49,4900,279.0303843,24.1211,32.4648,1.090257143,36.45,247.5352,0.707407143,245,250,0,PS122/2_20-36,FR,15/01/2020 06:30,N
8,50,4900,269.6625833,23.47293333,27.1998,1.093016667,41.715,252.8002,0.722453482,250,255,0,PS122/2_20-36,FR,15/01/2020 06:30,N
9,51,4900,272.1376733,23.42955,22.3398,1.0914,46.575,257.6602,0.736342411,255,260,0,PS122/2_20-36,FR,15/01/2020 06:30,N
10,52,4900,250.9160683,33.00765,52.3098,1.1128,26.73,262.6902,0.750699778,260,265,0,PS122/2_20-36,FR,15/01/2020 06:30,N
11,53,4900,238.7163192,33.23348333,47.4498,1.103925,31.59,267.5502,0.764588385,265,270,0,PS122/2_20-36,FR,15/01/2020 06:30,N
12,54,4900,237.2572383,33.58993333,42.5898,1.105491667,36.45,272.4102,0.778476992,270,275,0,PS122/2_20-36,FR,15/01/2020 06:30,N
13,55,4900,233.94184,33.26879231,34.83249231,1.101623077,43.42846154,277.4752,0.792952861,275,280,0,PS122/2_20-36,FR,15/01/2020 06:30,N
14,56,4900,191.388626,45.89238,67.9428,1.12112,21.222,282.0572,0.806026944,280,285,0,PS122/2_20-36,FR,15/01/2020 06:30,N
15,57,4900,191.626968,45.6904,63.2448,1.09996,25.92,286.7552,0.819452287,285,290,0,PS122/2_20-36,FR,15/01/2020 06:30,N
16,58,4900,190.58193,44.03522,56.7648,1.1063,32.4,293.2352,0.837970001,290,295,0,PS122/2_20-36,FR,15/01/2020 06:30,N
17,63,4900,216.6314883,39.54656667,32.0598,1.107116667,57.105,317.9402,0.908568787,315,320,0,PS122/2_20-36,FR,15/01/2020 06:30,N
18,64,4900,191.9417017,41.96,27.1998,1.107333333,61.965,322.8002,0.922457072,320,325,0,PS122/2_20-36,FR,15/01/2020 06:30,N
19,65,4900,223.6442433,40.57081667,22.3398,1.10675,66.825,327.6602,0.936345358,325,330,0,PS122/2_20-36,FR,15/01/2020 06:30,N
20,66,4900,296.9038517,28.07065,17.4798,1.077033333,71.685,332.5202,0.950233643,330,335,0,PS122/2_20-36,FR,15/01/2020 06:30,N
21,67,4900,282.7866717,26.28586667,12.6198,1.079716667,76.545,337.3802,0.964121929,335,340,0,PS122/2_20-36,FR,15/01/2020 06:30,N
22,68,4900,272.9779817,26.39705,7.7598,1.077866667,81.405,342.2402,0.978010214,340,345,0,PS122/2_20-36,FR,15/01/2020 06:30,N
23,69,4900,276.1755186,25.78421429,2.4948,1.0877,86.67,347.5052,0.993055857,345,350,0,PS122/2_20-36,FR,15/01/2020 06:30,N
0,0,4900,511.42693,4.298766667,97.6014,1.093333333,7.275,2.3986,0.022870431,0,5,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
1,1,4900,302.9464325,8.996225,92.5089,1.088375,12.3675,7.4911,0.071426951,5,10,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
2,2,4900,278.0656667,9.6738,87.4164,1.0724,17.46,12.5836,0.11998347,10,15,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
3,3,4900,387.434088,8.28782,46.09428,1.10079,18.483,17.90572,0.170844957,15,20,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
4,4,4900,355.120413,9.45577,35.77326,1.10009,22.0875,22.22674,0.212094129,20,25,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
5,5,4900,303.565205,10.048,30.35976,1.08347,27.501,27.64024,0.263755125,25,30,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
6,6,4900,291.05225,10.80315833,27.5921,1.114608333,32.5075,32.4079,0.309237422,30,35,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
7,7,4900,297.6031292,10.89656154,16.28893846,1.1296,36.92192308,37.55721538,0.358413308,35,40,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
8,8,4900,312.823875,9.32635,57.5889,1.2063,47.2875,42.4111,0.404385943,40,45,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
9,9,4900,320.9977833,8.9238,52.4964,1.1373,52.38,47.5036,0.452942463,45,50,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
10,10,4900,285.00203,9.120525,47.4039,1.1441,57.4725,52.5961,0.501498983,50,55,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
11,11,4900,217.578745,9.8258,43.0389,1.1801,61.8375,56.9611,0.543118857,55,60,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
12,13,4900,187.19014,9.782,30.6714,1.0509,74.205,69.3286,0.661041834,65,70,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
13,14,4900,184.760885,9.9976,27.7614,1.06195,77.115,72.2386,0.688788417,70,75,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
14,15,4900,224.637335,9.42825,22.6689,1.09275,82.2075,77.3311,0.737344936,75,80,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
15,16,4900,284.4825667,8.846933333,17.5764,1.210666667,87.3,82.4236,0.785901456,80,85,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
16,17,4900,264.3075275,8.9356,12.4839,1.11435,92.3925,87.5161,0.834457976,85,90,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
17,18,4900,300.49426,9.410266667,7.3914,1.166766667,97.485,92.6086,0.883014496,90,95,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
18,19,4900,372.91356,10.226825,2.2989,1.193375,102.5775,97.7011,0.931571015,95,100,0,PS122/2_20-80,snow1-A5,17/01/2020 10:40,N
0,9,4900,542.182215,4.5487,41.2638,1.2056,35.6475,48.7362,0.276084562,45,50,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
1,10,4900,446.24956,5.5133,37.6263,1.2016,39.285,52.3737,0.296690551,50,55,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
2,11,4900,373.417745,6.37665,32.5338,1.1736,44.3775,57.4662,0.325538935,55,60,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
3,12,4900,384.55565,6.4219,27.4413,1.1666,49.47,62.5587,0.35438732,60,65,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
4,13,4900,324.9013975,7.057075,22.3488,1.194225,54.5625,67.6512,0.383235704,65,70,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
5,14,4900,299.30255,7.870833333,17.2563,1.197233333,59.655,72.7437,0.412084088,70,75,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
6,15,4900,324.3895733,7.764333333,12.8913,1.174166667,64.02,77.1087,0.436811275,75,80,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
7,16,4900,315.390635,7.51335,9.2538,1.11065,67.6575,80.7462,0.457417264,80,85,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
8,22,4900,230.18337,10.5378,71.4114,1.2012,0,113.5886,0.582872378,110,115,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
9,23,4900,255.1405275,10.16855,67.7739,1.130225,3.6375,117.2261,0.601537968,115,120,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
10,24,4900,292.15229,9.584466667,62.6814,1.088,8.73,122.3186,0.627669795,120,125,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
11,25,4900,305.948625,8.511725,57.5889,1.0668,13.8225,127.4111,0.653801621,125,130,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
12,26,4900,315.5892533,8.261666667,52.4964,1.211533333,18.915,132.5036,0.679933448,130,135,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
13,27,4900,279.731005,8.002275,47.4039,1.0775,24.0075,137.5961,0.706065274,135,140,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
14,31,4900,224.86651,8.6901,27.7614,1.1121,43.65,157.2386,0.806859462,155,160,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
15,32,4900,310.4633725,8.223,22.6689,1.186525,48.7425,162.3311,0.832991289,160,165,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
16,33,4900,271.15986,8.514866667,17.5764,1.176,53.835,167.4236,0.859123115,165,170,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
17,34,4900,326.207695,9.823675,12.4839,1.18215,58.9275,172.5161,0.885254942,170,175,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
18,35,4900,354.0906533,9.9979,7.3914,1.2169,64.02,177.6086,0.911386768,175,180,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
19,36,4900,307.232005,9.12325,3.7539,1.09015,67.6575,181.2461,0.930052358,180,185,-50,PS122/2_20-83,snow2-A8,17/01/2020 09:20,N
0,1,4900,544.198955,6.28495,90.7212,1.30635,7.41,9.2788,0.035720269,5,10,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
1,2,4900,516.65212,6.486425,87.3012,1.378925,10.83,12.6988,0.048886123,10,15,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
2,3,4900,455.69157,7.5185,82.7412,1.323775,15.39,17.2588,0.066440594,15,20,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
3,4,4900,485.154308,7.02254,77.6112,1.45408,20.52,22.3888,0.086189374,20,25,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
4,5,4900,519.1501275,6.2506,72.4812,1.362675,25.65,27.5188,0.105938154,25,30,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
5,6,4900,533.70274,5.914366667,66.9712,1.2962,31.16,33.0288,0.127149807,30,35,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
6,7,4900,515.6208325,6.139575,62.2212,1.357775,35.91,37.7788,0.145435714,35,40,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
7,8,4900,534.8715325,5.5629,57.6612,1.411525,40.47,42.3388,0.162990186,40,45,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
8,9,4900,525.397438,5.9671,52.5312,1.36982,45.6,47.4688,0.182738966,45,50,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
9,10,4900,480.6945625,6.50115,47.4012,1.3974,50.73,52.5988,0.202487746,50,55,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
10,11,4900,418.5881375,7.802375,42.8412,1.3381,55.29,57.1588,0.220042217,55,60,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
11,12,4900,329.27864,9.04958,37.7112,1.20668,60.42,62.2888,0.239790997,60,65,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
12,13,4900,272.7411675,9.81985,32.5812,1.169175,65.55,67.4188,0.259539777,65,70,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
13,14,4900,260.324466,9.92824,27.4512,1.17728,70.68,72.5488,0.279288557,70,75,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
14,15,4900,253.3987975,10.161375,22.3212,1.20715,75.81,77.6788,0.299037338,75,80,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
15,16,4900,271.4119525,9.593125,17.7612,1.208225,80.37,82.2388,0.316591809,80,85,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
16,17,4900,267.144714,9.02006,12.6312,1.1939,85.5,87.3688,0.336340589,85,90,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
17,18,4900,275.239175,8.4341,7.5012,1.1688,90.63,92.4988,0.356089369,90,95,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
18,19,4900,270.958186,6.68034,2.3712,1.16112,95.76,97.6288,0.375838149,95,100,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
19,31,4900,226.79158,8.438,100.5114,1.0891,0,159.4886,0.613692438,155,160,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
20,32,4900,220.3135667,8.594033333,97.6014,1.0805,2.91,162.3986,0.624889758,160,165,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
21,33,4900,238.4565875,8.56005,92.5089,1.109625,8.0025,167.4911,0.64448507,165,170,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
22,34,4900,226.7610233,8.565366667,87.4164,1.097166667,13.095,172.5836,0.664080381,170,175,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
23,35,4900,206.1887475,9.04975,82.3239,1.19475,18.1875,177.6761,0.683675692,175,180,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
24,36,4900,243.93387,8.6714,77.2314,1.1606,23.28,182.7686,0.703271003,180,185,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
25,37,4900,254.1703533,8.6151,72.8664,1.087266667,27.645,187.1336,0.720066984,185,190,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
26,38,4900,240.35874,7.8781,67.7739,1.1137,32.7375,192.2261,0.739662295,190,195,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
27,39,4900,218.35794,8.076933333,62.6814,1.102366667,37.83,197.3186,0.759257606,195,200,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
28,40,4900,218.1516825,8.61905,57.5889,1.104325,42.9225,202.4111,0.778852917,200,205,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
29,41,4900,258.05105,8.6088,52.4964,1.060266667,48.015,207.5036,0.798448228,205,210,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
30,42,4900,283.44364,7.960375,47.4039,1.049225,53.1075,212.5961,0.81804354,210,215,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
31,43,4900,234.58353,7.849333333,42.3114,1.1031,58.2,217.6886,0.837638851,215,220,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
32,44,4900,209.28261,7.3823,39.4014,1.1063,61.11,220.5986,0.848836171,220,225,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
33,48,4900,229.5722367,8.028033333,17.5764,1.121533333,82.935,242.4236,0.932816076,240,245,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
34,49,4900,331.8454,8.375025,12.4839,1.12945,88.0275,247.5161,0.952411387,245,250,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
35,50,4900,333.3732333,10.00276667,7.3914,1.130266667,93.12,252.6086,0.972006698,250,255,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
36,51,4900,208.91593,17.5413,4.4814,1.0952,96.03,255.5186,0.983204019,255,260,-70,PS122/2_21-14,snow1-A1,20/01/2020 06:33,N
0,0,4900,357.641338,9.50336,37.7112,1.1171,36.48,2.2888,0.016992811,0,5,0,PS122/2_21-15,snow2-A2,20/01/2020 11:05,N
1,1,4900,288.7605,11.97865,32.5812,1.1123,41.61,7.4188,0.055079656,5,10,0,PS122/2_21-15,snow2-A2,20/01/2020 11:05,N
2,2,4900,254.65926,12.58536,27.4512,1.08928,46.74,12.5488,0.093166494,10,15,0,PS122/2_21-15,snow2-A2,20/01/2020 11:05,N
3,3,4900,282.481105,12.823375,22.3212,1.055975,51.87,17.6788,0.131253332,15,20,0,PS122/2_21-15,snow2-A2,20/01/2020 11:05,N
4,4,4900,283.35197,12.22925,17.7612,1.062975,56.43,22.2388,0.165108299,20,25,0,PS122/2_21-15,snow2-A2,20/01/2020 11:05,N
5,5,4900,222.48309,12.72258,12.6312,1.0923,61.56,27.3688,0.203195137,25,30,0,PS122/2_21-15,snow2-A2,20/01/2020 11:05,N
6,6,4900,249.98409,12.836425,7.5012,1.1069,66.69,32.4988,0.241281975,30,35,0,PS122/2_21-15,snow2-A2,20/01/2020 11:05,N
7,7,4900,286.37708,13.23938,2.3712,1.12012,71.82,37.6288,0.279368813,35,40,0,PS122/2_21-15,snow2-A2,20/01/2020 11:05,N
0,3,4900,380.15549,6.644533333,21.9414,1.0691,17.46,18.0586,0.20123671,15,20,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
1,4,4900,227.1735383,11.18451667,41.8938,1.1085,11.4825,23.1062,0.257233187,20,25,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
2,5,4900,246.4433363,11.368775,37.35255,1.1042625,16.02375,27.64745,0.307796574,25,30,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
3,6,4900,267.85974,11.43658571,36.117,1.1225,19.25571429,32.45442857,0.361266217,30,35,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
4,7,4900,251.08413,11.102125,27.55755,1.095825,25.81875,37.44245,0.416848046,35,40,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
5,8,4900,241.7567075,12.13935,47.4012,1.132525,19.95,42.5988,0.473800118,40,45,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
6,9,4900,211.57436,11.8946,44.5512,1.1096,22.8,45.4488,0.505498906,45,50,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
7,10,4900,206.385838,10.35678,37.7112,1.14724,29.64,52.2888,0.581575997,50,55,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
8,11,4900,215.2640775,9.76225,32.5812,1.154425,34.77,57.4188,0.638633816,55,60,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
9,12,4900,256.639332,11.07352,27.4512,1.08828,39.9,62.5488,0.695691634,60,65,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
10,13,4900,345.32089,10.419225,22.3212,1.21255,45.03,67.6788,0.752749453,65,70,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
11,14,4900,417.511015,9.788825,17.7612,1.211425,49.59,72.2388,0.803467514,70,75,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
12,15,4900,384.83066,11.07366,12.6312,1.18406,54.72,77.3688,0.860525332,75,80,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
13,16,4900,364.5028375,12.532275,7.5012,1.160925,59.85,82.4988,0.917583151,80,85,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
14,17,4900,327.5598275,14.700825,2.9412,1.087575,64.41,87.0588,0.968301212,85,90,0,PS122/2_21-52,snow1-A5,22/01/2020 07:30,N
